id,category,santali_ol_chiki,bengali,english,status,notes
682,Review candidate,,,Common vocabulary item 681,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
683,Review candidate,,,Common vocabulary item 682,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
684,Review candidate,,,Common vocabulary item 683,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
685,Review candidate,,,Common vocabulary item 684,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
686,Review candidate,,,Common vocabulary item 685,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
687,Review candidate,,,Common vocabulary item 686,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
688,Review candidate,,,Common vocabulary item 687,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
689,Review candidate,,,Common vocabulary item 688,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
690,Review candidate,,,Common vocabulary item 689,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
691,Review candidate,,,Common vocabulary item 690,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
692,Review candidate,,,Common vocabulary item 691,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
693,Review candidate,,,Common vocabulary item 692,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
694,Review candidate,,,Common vocabulary item 693,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
695,Review candidate,,,Common vocabulary item 694,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
696,Review candidate,,,Common vocabulary item 695,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
697,Review candidate,,,Common vocabulary item 696,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
698,Review candidate,,,Common vocabulary item 697,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
699,Review candidate,,,Common vocabulary item 698,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
700,Review candidate,,,Common vocabulary item 699,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
701,Review candidate,,,Common vocabulary item 700,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
702,Review candidate,,,Common vocabulary item 701,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
703,Review candidate,,,Common vocabulary item 702,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
704,Review candidate,,,Common vocabulary item 703,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
705,Review candidate,,,Common vocabulary item 704,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
706,Review candidate,,,Common vocabulary item 705,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
707,Review candidate,,,Common vocabulary item 706,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
708,Review candidate,,,Common vocabulary item 707,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
709,Review candidate,,,Common vocabulary item 708,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
710,Review candidate,,,Common vocabulary item 709,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
711,Review candidate,,,Common vocabulary item 710,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
712,Review candidate,,,Common vocabulary item 711,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
713,Review candidate,,,Common vocabulary item 712,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
714,Review candidate,,,Common vocabulary item 713,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
715,Review candidate,,,Common vocabulary item 714,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
716,Review candidate,,,Common vocabulary item 715,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
717,Review candidate,,,Common vocabulary item 716,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
718,Review candidate,,,Common vocabulary item 717,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
719,Review candidate,,,Common vocabulary item 718,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
720,Review candidate,,,Common vocabulary item 719,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
721,Review candidate,,,Common vocabulary item 720,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
722,Review candidate,,,Common vocabulary item 721,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
723,Review candidate,,,Common vocabulary item 722,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
724,Review candidate,,,Common vocabulary item 723,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
725,Review candidate,,,Common vocabulary item 724,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
726,Review candidate,,,Common vocabulary item 725,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
727,Review candidate,,,Common vocabulary item 726,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
728,Review candidate,,,Common vocabulary item 727,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
729,Review candidate,,,Common vocabulary item 728,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
730,Review candidate,,,Common vocabulary item 729,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
731,Review candidate,,,Common vocabulary item 730,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
732,Review candidate,,,Common vocabulary item 731,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
733,Review candidate,,,Common vocabulary item 732,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
734,Review candidate,,,Common vocabulary item 733,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
735,Review candidate,,,Common vocabulary item 734,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
736,Review candidate,,,Common vocabulary item 735,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
737,Review candidate,,,Common vocabulary item 736,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
738,Review candidate,,,Common vocabulary item 737,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
739,Review candidate,,,Common vocabulary item 738,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
740,Review candidate,,,Common vocabulary item 739,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
741,Review candidate,,,Common vocabulary item 740,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
742,Review candidate,,,Common vocabulary item 741,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
743,Review candidate,,,Common vocabulary item 742,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
744,Review candidate,,,Common vocabulary item 743,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
745,Review candidate,,,Common vocabulary item 744,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
746,Review candidate,,,Common vocabulary item 745,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
747,Review candidate,,,Common vocabulary item 746,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
748,Review candidate,,,Common vocabulary item 747,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
749,Review candidate,,,Common vocabulary item 748,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
750,Review candidate,,,Common vocabulary item 749,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
751,Review candidate,,,Common vocabulary item 750,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
752,Review candidate,,,Common vocabulary item 751,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
753,Review candidate,,,Common vocabulary item 752,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
754,Review candidate,,,Common vocabulary item 753,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
755,Review candidate,,,Common vocabulary item 754,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
756,Review candidate,,,Common vocabulary item 755,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
757,Review candidate,,,Common vocabulary item 756,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
758,Review candidate,,,Common vocabulary item 757,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
759,Review candidate,,,Common vocabulary item 758,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
760,Review candidate,,,Common vocabulary item 759,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
761,Review candidate,,,Common vocabulary item 760,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
762,Review candidate,,,Common vocabulary item 761,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
763,Review candidate,,,Common vocabulary item 762,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
764,Review candidate,,,Common vocabulary item 763,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
765,Review candidate,,,Common vocabulary item 764,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
766,Review candidate,,,Common vocabulary item 765,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
767,Review candidate,,,Common vocabulary item 766,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
768,Review candidate,,,Common vocabulary item 767,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
769,Review candidate,,,Common vocabulary item 768,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
770,Review candidate,,,Common vocabulary item 769,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
771,Review candidate,,,Common vocabulary item 770,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
772,Review candidate,,,Common vocabulary item 771,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
773,Review candidate,,,Common vocabulary item 772,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
774,Review candidate,,,Common vocabulary item 773,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
775,Review candidate,,,Common vocabulary item 774,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
776,Review candidate,,,Common vocabulary item 775,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
777,Review candidate,,,Common vocabulary item 776,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
778,Review candidate,,,Common vocabulary item 777,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
779,Review candidate,,,Common vocabulary item 778,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
780,Review candidate,,,Common vocabulary item 779,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
781,Review candidate,,,Common vocabulary item 780,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
782,Review candidate,,,Common vocabulary item 781,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
783,Review candidate,,,Common vocabulary item 782,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
784,Review candidate,,,Common vocabulary item 783,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
785,Review candidate,,,Common vocabulary item 784,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
786,Review candidate,,,Common vocabulary item 785,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
787,Review candidate,,,Common vocabulary item 786,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
788,Review candidate,,,Common vocabulary item 787,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
789,Review candidate,,,Common vocabulary item 788,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
790,Review candidate,,,Common vocabulary item 789,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
791,Review candidate,,,Common vocabulary item 790,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
792,Review candidate,,,Common vocabulary item 791,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
793,Review candidate,,,Common vocabulary item 792,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
794,Review candidate,,,Common vocabulary item 793,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
795,Review candidate,,,Common vocabulary item 794,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
796,Review candidate,,,Common vocabulary item 795,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
797,Review candidate,,,Common vocabulary item 796,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
798,Review candidate,,,Common vocabulary item 797,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
799,Review candidate,,,Common vocabulary item 798,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
800,Review candidate,,,Common vocabulary item 799,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
801,Review candidate,,,Common vocabulary item 800,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
802,Review candidate,,,Common vocabulary item 801,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
803,Review candidate,,,Common vocabulary item 802,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
804,Review candidate,,,Common vocabulary item 803,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
805,Review candidate,,,Common vocabulary item 804,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
806,Review candidate,,,Common vocabulary item 805,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
807,Review candidate,,,Common vocabulary item 806,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
808,Review candidate,,,Common vocabulary item 807,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
809,Review candidate,,,Common vocabulary item 808,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
810,Review candidate,,,Common vocabulary item 809,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
811,Review candidate,,,Common vocabulary item 810,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
812,Review candidate,,,Common vocabulary item 811,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
813,Review candidate,,,Common vocabulary item 812,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
814,Review candidate,,,Common vocabulary item 813,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
815,Review candidate,,,Common vocabulary item 814,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
816,Review candidate,,,Common vocabulary item 815,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
817,Review candidate,,,Common vocabulary item 816,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
818,Review candidate,,,Common vocabulary item 817,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
819,Review candidate,,,Common vocabulary item 818,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
820,Review candidate,,,Common vocabulary item 819,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
821,Review candidate,,,Common vocabulary item 820,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
822,Review candidate,,,Common vocabulary item 821,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
823,Review candidate,,,Common vocabulary item 822,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
824,Review candidate,,,Common vocabulary item 823,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
825,Review candidate,,,Common vocabulary item 824,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
826,Review candidate,,,Common vocabulary item 825,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
827,Review candidate,,,Common vocabulary item 826,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
828,Review candidate,,,Common vocabulary item 827,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
829,Review candidate,,,Common vocabulary item 828,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
830,Review candidate,,,Common vocabulary item 829,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
831,Review candidate,,,Common vocabulary item 830,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
832,Review candidate,,,Common vocabulary item 831,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
833,Review candidate,,,Common vocabulary item 832,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
834,Review candidate,,,Common vocabulary item 833,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
835,Review candidate,,,Common vocabulary item 834,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
836,Review candidate,,,Common vocabulary item 835,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
837,Review candidate,,,Common vocabulary item 836,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
838,Review candidate,,,Common vocabulary item 837,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
839,Review candidate,,,Common vocabulary item 838,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
840,Review candidate,,,Common vocabulary item 839,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
841,Review candidate,,,Common vocabulary item 840,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
842,Review candidate,,,Common vocabulary item 841,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
843,Review candidate,,,Common vocabulary item 842,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
844,Review candidate,,,Common vocabulary item 843,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
845,Review candidate,,,Common vocabulary item 844,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
846,Review candidate,,,Common vocabulary item 845,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
847,Review candidate,,,Common vocabulary item 846,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
848,Review candidate,,,Common vocabulary item 847,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
849,Review candidate,,,Common vocabulary item 848,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
850,Review candidate,,,Common vocabulary item 849,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
851,Review candidate,,,Common vocabulary item 850,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
852,Review candidate,,,Common vocabulary item 851,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
853,Review candidate,,,Common vocabulary item 852,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
854,Review candidate,,,Common vocabulary item 853,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
855,Review candidate,,,Common vocabulary item 854,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
856,Review candidate,,,Common vocabulary item 855,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
857,Review candidate,,,Common vocabulary item 856,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
858,Review candidate,,,Common vocabulary item 857,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
859,Review candidate,,,Common vocabulary item 858,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
860,Review candidate,,,Common vocabulary item 859,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
861,Review candidate,,,Common vocabulary item 860,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
862,Review candidate,,,Common vocabulary item 861,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
863,Review candidate,,,Common vocabulary item 862,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
864,Review candidate,,,Common vocabulary item 863,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
865,Review candidate,,,Common vocabulary item 864,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
866,Review candidate,,,Common vocabulary item 865,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
867,Review candidate,,,Common vocabulary item 866,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
868,Review candidate,,,Common vocabulary item 867,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
869,Review candidate,,,Common vocabulary item 868,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
870,Review candidate,,,Common vocabulary item 869,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
871,Review candidate,,,Common vocabulary item 870,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
872,Review candidate,,,Common vocabulary item 871,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
873,Review candidate,,,Common vocabulary item 872,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
874,Review candidate,,,Common vocabulary item 873,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
875,Review candidate,,,Common vocabulary item 874,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
876,Review candidate,,,Common vocabulary item 875,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
877,Review candidate,,,Common vocabulary item 876,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
878,Review candidate,,,Common vocabulary item 877,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
879,Review candidate,,,Common vocabulary item 878,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
880,Review candidate,,,Common vocabulary item 879,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
881,Review candidate,,,Common vocabulary item 880,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
882,Review candidate,,,Common vocabulary item 881,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
883,Review candidate,,,Common vocabulary item 882,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
884,Review candidate,,,Common vocabulary item 883,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
885,Review candidate,,,Common vocabulary item 884,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
886,Review candidate,,,Common vocabulary item 885,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
887,Review candidate,,,Common vocabulary item 886,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
888,Review candidate,,,Common vocabulary item 887,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
889,Review candidate,,,Common vocabulary item 888,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
890,Review candidate,,,Common vocabulary item 889,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
891,Review candidate,,,Common vocabulary item 890,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
892,Review candidate,,,Common vocabulary item 891,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
893,Review candidate,,,Common vocabulary item 892,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
894,Review candidate,,,Common vocabulary item 893,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
895,Review candidate,,,Common vocabulary item 894,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
896,Review candidate,,,Common vocabulary item 895,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
897,Review candidate,,,Common vocabulary item 896,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
898,Review candidate,,,Common vocabulary item 897,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
899,Review candidate,,,Common vocabulary item 898,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
900,Review candidate,,,Common vocabulary item 899,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
901,Review candidate,,,Common vocabulary item 900,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
902,Review candidate,,,Common vocabulary item 901,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
903,Review candidate,,,Common vocabulary item 902,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
904,Review candidate,,,Common vocabulary item 903,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
905,Review candidate,,,Common vocabulary item 904,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
906,Review candidate,,,Common vocabulary item 905,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
907,Review candidate,,,Common vocabulary item 906,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
908,Review candidate,,,Common vocabulary item 907,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
909,Review candidate,,,Common vocabulary item 908,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
910,Review candidate,,,Common vocabulary item 909,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
911,Review candidate,,,Common vocabulary item 910,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
912,Review candidate,,,Common vocabulary item 911,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
913,Review candidate,,,Common vocabulary item 912,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
914,Review candidate,,,Common vocabulary item 913,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
915,Review candidate,,,Common vocabulary item 914,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
916,Review candidate,,,Common vocabulary item 915,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
917,Review candidate,,,Common vocabulary item 916,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
918,Review candidate,,,Common vocabulary item 917,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
919,Review candidate,,,Common vocabulary item 918,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
920,Review candidate,,,Common vocabulary item 919,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
921,Review candidate,,,Common vocabulary item 920,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
922,Review candidate,,,Common vocabulary item 921,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
923,Review candidate,,,Common vocabulary item 922,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
924,Review candidate,,,Common vocabulary item 923,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
925,Review candidate,,,Common vocabulary item 924,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
926,Review candidate,,,Common vocabulary item 925,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
